scenario,trajectory,config,config_label,oil,oil_label,solar_mult,land_screen,jera_capital,solar_basis,kind,rescaled,short_label,description,total_cost_bn,conv_capital_bn,mip_gap_requested,mip_gap_achieved,source_dir
nlv2b_lc_C5_LNG375_refbrent_j120_adv,Conservative rooftop (base),C5_LNG375,"New LNG plant, 375 MW",refbrent,EIA reference,1.0,Class-C constrained,+20%,ATB Advanced,model,0,"New LNG plant, 375 MW · EIA-ref oil · base rooftop · Class-C land · ATB-Adv · JERA +20%","LNG imports begin in 2030 and a new 375 MW LNG plant is built (the cost-minimizing size); no Waiau Repower. Oil prices follow EIA's reference forecast. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Utility solar is limited to the Class-C-only land screen. Solar and battery costs follow ATB's cheaper Advanced projection. JERA plant capital at the +20% case.",25.7507,0.0,0.001,0.000662151,R010_outputs_nlv2b_lc_C5_LNG375_refbrent_j120_adv
nlv2b_lc_C6_STATUSQUO_futbrent,Conservative rooftop (base),C6_STATUSQUO,Waiau Repower + JERA LNG 500 (both projects),futbrent,Brent futures,1.0,Class-C constrained,bare-EPC,ATB Moderate,model,0,Waiau Repower + JERA LNG 500 (both projects) · futures oil · base rooftop · Class-C land,"Both proposed projects are built: the Waiau Repower and JERA's 500 MW LNG plant with imports from 2030. No party has proposed this combination; it is modeled as an upper bound on new thermal capacity. Oil prices follow the Brent futures strip (the market's central view). Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Utility solar is limited to the Class-C-only land screen.",26.8014,0.0,0.001,0.00074462,R010_outputs_nlv2b_lc_C6_STATUSQUO_futbrent
nlv2b_lc_C6_STATUSQUO_futbrent_adv,Conservative rooftop (base),C6_STATUSQUO,Waiau Repower + JERA LNG 500 (both projects),futbrent,Brent futures,1.0,Class-C constrained,bare-EPC,ATB Advanced,model,0,Waiau Repower + JERA LNG 500 (both projects) · futures oil · base rooftop · Class-C land · ATB-Adv,"Both proposed projects are built: the Waiau Repower and JERA's 500 MW LNG plant with imports from 2030. No party has proposed this combination; it is modeled as an upper bound on new thermal capacity. Oil prices follow the Brent futures strip (the market's central view). Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Utility solar is limited to the Class-C-only land screen. Solar and battery costs follow ATB's cheaper Advanced projection.",25.6753,0.0,0.001,0.000854307,R010_outputs_nlv2b_lc_C6_STATUSQUO_futbrent_adv
nlv2b_lc_C6_STATUSQUO_futbrent_j120,Conservative rooftop (base),C6_STATUSQUO,Waiau Repower + JERA LNG 500 (both projects),futbrent,Brent futures,1.0,Class-C constrained,+20%,ATB Moderate,model,0,Waiau Repower + JERA LNG 500 (both projects) · futures oil · base rooftop · Class-C land · JERA +20%,"Both proposed projects are built: the Waiau Repower and JERA's 500 MW LNG plant with imports from 2030. No party has proposed this combination; it is modeled as an upper bound on new thermal capacity. Oil prices follow the Brent futures strip (the market's central view). Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Utility solar is limited to the Class-C-only land screen. JERA plant capital at the +20% case.",27.2283,0.0,0.001,0.000769232,R010_outputs_nlv2b_lc_C6_STATUSQUO_futbrent_j120
nlv2b_lc_C6_STATUSQUO_futbrent_j120_adv,Conservative rooftop (base),C6_STATUSQUO,Waiau Repower + JERA LNG 500 (both projects),futbrent,Brent futures,1.0,Class-C constrained,+20%,ATB Advanced,model,0,Waiau Repower + JERA LNG 500 (both projects) · futures oil · base rooftop · Class-C land · ATB-Adv · JERA +20%,"Both proposed projects are built: the Waiau Repower and JERA's 500 MW LNG plant with imports from 2030. No party has proposed this combination; it is modeled as an upper bound on new thermal capacity. Oil prices follow the Brent futures strip (the market's central view). Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Utility solar is limited to the Class-C-only land screen. Solar and battery costs follow ATB's cheaper Advanced projection. JERA plant capital at the +20% case.",26.102,0.0,0.001,0.000875709,R010_outputs_nlv2b_lc_C6_STATUSQUO_futbrent_j120_adv
nlv2b_lc_C6_STATUSQUO_highbrent,Conservative rooftop (base),C6_STATUSQUO,Waiau Repower + JERA LNG 500 (both projects),highbrent,Market 90th percentile,1.0,Class-C constrained,bare-EPC,ATB Moderate,model,0,Waiau Repower + JERA LNG 500 (both projects) · high oil · base rooftop · Class-C land,"Both proposed projects are built: the Waiau Repower and JERA's 500 MW LNG plant with imports from 2030. No party has proposed this combination; it is modeled as an upper bound on new thermal capacity. Oil prices follow the market's 90th-percentile (high) path from Brent options. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Utility solar is limited to the Class-C-only land screen.",30.4347,0.0,0.001,0.000991467,R010_outputs_nlv2b_lc_C6_STATUSQUO_highbrent
nlv2b_lc_C6_STATUSQUO_highbrent_adv,Conservative rooftop (base),C6_STATUSQUO,Waiau Repower + JERA LNG 500 (both projects),highbrent,Market 90th percentile,1.0,Class-C constrained,bare-EPC,ATB Advanced,model,0,Waiau Repower + JERA LNG 500 (both projects) · high oil · base rooftop · Class-C land · ATB-Adv,"Both proposed projects are built: the Waiau Repower and JERA's 500 MW LNG plant with imports from 2030. No party has proposed this combination; it is modeled as an upper bound on new thermal capacity. Oil prices follow the market's 90th-percentile (high) path from Brent options. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Utility solar is limited to the Class-C-only land screen. Solar and battery costs follow ATB's cheaper Advanced projection.",29.0137,0.0,0.001,0.000949461,R010_outputs_nlv2b_lc_C6_STATUSQUO_highbrent_adv
nlv2b_lc_C6_STATUSQUO_highbrent_j120,Conservative rooftop (base),C6_STATUSQUO,Waiau Repower + JERA LNG 500 (both projects),highbrent,Market 90th percentile,1.0,Class-C constrained,+20%,ATB Moderate,model,0,Waiau Repower + JERA LNG 500 (both projects) · high oil · base rooftop · Class-C land · JERA +20%,"Both proposed projects are built: the Waiau Repower and JERA's 500 MW LNG plant with imports from 2030. No party has proposed this combination; it is modeled as an upper bound on new thermal capacity. Oil prices follow the market's 90th-percentile (high) path from Brent options. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Utility solar is limited to the Class-C-only land screen. JERA plant capital at the +20% case.",30.8571,0.0,0.001,0.000784853,R010_outputs_nlv2b_lc_C6_STATUSQUO_highbrent_j120
nlv2b_lc_C6_STATUSQUO_highbrent_j120_adv,Conservative rooftop (base),C6_STATUSQUO,Waiau Repower + JERA LNG 500 (both projects),highbrent,Market 90th percentile,1.0,Class-C constrained,+20%,ATB Advanced,model,0,Waiau Repower + JERA LNG 500 (both projects) · high oil · base rooftop · Class-C land · ATB-Adv · JERA +20%,"Both proposed projects are built: the Waiau Repower and JERA's 500 MW LNG plant with imports from 2030. No party has proposed this combination; it is modeled as an upper bound on new thermal capacity. Oil prices follow the market's 90th-percentile (high) path from Brent options. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Utility solar is limited to the Class-C-only land screen. Solar and battery costs follow ATB's cheaper Advanced projection. JERA plant capital at the +20% case.",29.4393,0.0,0.001,0.000904917,R010_outputs_nlv2b_lc_C6_STATUSQUO_highbrent_j120_adv
nlv2b_lc_C6_STATUSQUO_lowbrent,Conservative rooftop (base),C6_STATUSQUO,Waiau Repower + JERA LNG 500 (both projects),lowbrent,Market 10th percentile,1.0,Class-C constrained,bare-EPC,ATB Moderate,model,0,Waiau Repower + JERA LNG 500 (both projects) · low oil · base rooftop · Class-C land,"Both proposed projects are built: the Waiau Repower and JERA's 500 MW LNG plant with imports from 2030. No party has proposed this combination; it is modeled as an upper bound on new thermal capacity. Oil prices follow the market's 10th-percentile (low) path from Brent options. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Utility solar is limited to the Class-C-only land screen.",24.6328,0.0,0.001,0.000950883,R010_outputs_nlv2b_lc_C6_STATUSQUO_lowbrent
nlv2b_lc_C6_STATUSQUO_lowbrent_adv,Conservative rooftop (base),C6_STATUSQUO,Waiau Repower + JERA LNG 500 (both projects),lowbrent,Market 10th percentile,1.0,Class-C constrained,bare-EPC,ATB Advanced,model,0,Waiau Repower + JERA LNG 500 (both projects) · low oil · base rooftop · Class-C land · ATB-Adv,"Both proposed projects are built: the Waiau Repower and JERA's 500 MW LNG plant with imports from 2030. No party has proposed this combination; it is modeled as an upper bound on new thermal capacity. Oil prices follow the market's 10th-percentile (low) path from Brent options. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Utility solar is limited to the Class-C-only land screen. Solar and battery costs follow ATB's cheaper Advanced projection.",23.4759,0.0,0.001,0.00098574,R010_outputs_nlv2b_lc_C6_STATUSQUO_lowbrent_adv
nlv2b_lc_C6_STATUSQUO_lowbrent_j120,Conservative rooftop (base),C6_STATUSQUO,Waiau Repower + JERA LNG 500 (both projects),lowbrent,Market 10th percentile,1.0,Class-C constrained,+20%,ATB Moderate,model,0,Waiau Repower + JERA LNG 500 (both projects) · low oil · base rooftop · Class-C land · JERA +20%,"Both proposed projects are built: the Waiau Repower and JERA's 500 MW LNG plant with imports from 2030. No party has proposed this combination; it is modeled as an upper bound on new thermal capacity. Oil prices follow the market's 10th-percentile (low) path from Brent options. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Utility solar is limited to the Class-C-only land screen. JERA plant capital at the +20% case.",25.0592,0.0,0.001,0.000956798,R010_outputs_nlv2b_lc_C6_STATUSQUO_lowbrent_j120
nlv2b_lc_C6_STATUSQUO_lowbrent_j120_adv,Conservative rooftop (base),C6_STATUSQUO,Waiau Repower + JERA LNG 500 (both projects),lowbrent,Market 10th percentile,1.0,Class-C constrained,+20%,ATB Advanced,model,0,Waiau Repower + JERA LNG 500 (both projects) · low oil · base rooftop · Class-C land · ATB-Adv · JERA +20%,"Both proposed projects are built: the Waiau Repower and JERA's 500 MW LNG plant with imports from 2030. No party has proposed this combination; it is modeled as an upper bound on new thermal capacity. Oil prices follow the market's 10th-percentile (low) path from Brent options. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Utility solar is limited to the Class-C-only land screen. Solar and battery costs follow ATB's cheaper Advanced projection. JERA plant capital at the +20% case.",23.8935,0.0,0.001,0.000619834,R010_outputs_nlv2b_lc_C6_STATUSQUO_lowbrent_j120_adv
nlv2b_lc_C6_STATUSQUO_refbrent,Conservative rooftop (base),C6_STATUSQUO,Waiau Repower + JERA LNG 500 (both projects),refbrent,EIA reference,1.0,Class-C constrained,bare-EPC,ATB Moderate,model,0,Waiau Repower + JERA LNG 500 (both projects) · EIA-ref oil · base rooftop · Class-C land,"Both proposed projects are built: the Waiau Repower and JERA's 500 MW LNG plant with imports from 2030. No party has proposed this combination; it is modeled as an upper bound on new thermal capacity. Oil prices follow EIA's reference forecast. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Utility solar is limited to the Class-C-only land screen.",28.4506,0.0,0.001,0.000954283,R010_outputs_nlv2b_lc_C6_STATUSQUO_refbrent
nlv2b_lc_C6_STATUSQUO_refbrent_adv,Conservative rooftop (base),C6_STATUSQUO,Waiau Repower + JERA LNG 500 (both projects),refbrent,EIA reference,1.0,Class-C constrained,bare-EPC,ATB Advanced,model,0,Waiau Repower + JERA LNG 500 (both projects) · EIA-ref oil · base rooftop · Class-C land · ATB-Adv,"Both proposed projects are built: the Waiau Repower and JERA's 500 MW LNG plant with imports from 2030. No party has proposed this combination; it is modeled as an upper bound on new thermal capacity. Oil prices follow EIA's reference forecast. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Utility solar is limited to the Class-C-only land screen. Solar and battery costs follow ATB's cheaper Advanced projection.",27.2149,0.0,0.001,0.000954314,R010_outputs_nlv2b_lc_C6_STATUSQUO_refbrent_adv
nlv2b_lc_C6_STATUSQUO_refbrent_j120,Conservative rooftop (base),C6_STATUSQUO,Waiau Repower + JERA LNG 500 (both projects),refbrent,EIA reference,1.0,Class-C constrained,+20%,ATB Moderate,model,0,Waiau Repower + JERA LNG 500 (both projects) · EIA-ref oil · base rooftop · Class-C land · JERA +20%,"Both proposed projects are built: the Waiau Repower and JERA's 500 MW LNG plant with imports from 2030. No party has proposed this combination; it is modeled as an upper bound on new thermal capacity. Oil prices follow EIA's reference forecast. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Utility solar is limited to the Class-C-only land screen. JERA plant capital at the +20% case.",28.874,0.0,0.001,0.000850865,R010_outputs_nlv2b_lc_C6_STATUSQUO_refbrent_j120
nlv2b_lc_C6_STATUSQUO_refbrent_j120_adv,Conservative rooftop (base),C6_STATUSQUO,Waiau Repower + JERA LNG 500 (both projects),refbrent,EIA reference,1.0,Class-C constrained,+20%,ATB Advanced,model,0,Waiau Repower + JERA LNG 500 (both projects) · EIA-ref oil · base rooftop · Class-C land · ATB-Adv · JERA +20%,"Both proposed projects are built: the Waiau Repower and JERA's 500 MW LNG plant with imports from 2030. No party has proposed this combination; it is modeled as an upper bound on new thermal capacity. Oil prices follow EIA's reference forecast. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case). Utility solar is limited to the Class-C-only land screen. Solar and battery costs follow ATB's cheaper Advanced projection. JERA plant capital at the +20% case.",27.6341,0.0,0.001,0.000691324,R010_outputs_nlv2b_lc_C6_STATUSQUO_refbrent_j120_adv
nlv2b_lngconv_heco_opt_refbrent,Conservative rooftop (base),lngconv_heco_opt,"Conversions (HECO plant set), terminal optional",refbrent,EIA reference,1.0,Reference,bare-EPC,ATB Moderate,model,0,"Conversions (HECO plant set), terminal optional · EIA-ref oil · base rooftop","Existing plants (Kalaeloa, Kahe 5 and 6, CIP) may convert to LNG and the model decides whether and when to commit to the import terminal; no new plant. Oil prices follow EIA's reference forecast. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case).",25.0305,0.45,0.001,0.000965443,R010_outputs_nlv2b_lngconv_heco_opt_refbrent
nlv2b_lngconv_heco_refbrent,Conservative rooftop (base),lngconv_heco,"Conversions (HECO plant set), terminal committed 2030-44",refbrent,EIA reference,1.0,Reference,bare-EPC,ATB Moderate,model,0,"Conversions (HECO plant set), terminal committed 2030-44 · EIA-ref oil · base rooftop","The LNG import terminal is committed for 2030-2044 and existing plants convert to burn the gas (Kalaeloa, Kahe 5 and 6, and the CIP turbine); no new plant is built; conversion capital is not charged in the model. Oil prices follow EIA's reference forecast. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case).",25.0307,0.45,0.001,0.00098693,R010_outputs_nlv2b_lngconv_heco_refbrent
nlv2b_lngconv_noplant_refbrent,Conservative rooftop (base),lngconv_noplant,"Conversions (Kalaeloa only), terminal committed 2030-44",refbrent,EIA reference,1.0,Reference,bare-EPC,ATB Moderate,model,0,"Conversions (Kalaeloa only), terminal committed 2030-44 · EIA-ref oil · base rooftop","The LNG import terminal is committed for 2030-2044 but only the Kalaeloa plant may convert; no new plant. Oil prices follow EIA's reference forecast. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case).",25.7178,0.45,0.001,0.00102902,R010_outputs_nlv2b_lngconv_noplant_refbrent
nlv2b_lngconv_opt_refbrent,Conservative rooftop (base),lngconv_opt,"Conversions (Kalaeloa only), terminal optional",refbrent,EIA reference,1.0,Reference,bare-EPC,ATB Moderate,model,0,"Conversions (Kalaeloa only), terminal optional · EIA-ref oil · base rooftop","Only the Kalaeloa plant may convert to LNG and the model decides whether to commit to the import terminal; no new plant. Oil prices follow EIA's reference forecast. Rooftop solar grows conservatively to about 1,000 MW by 2050 (base case).",25.7173,0.45,0.001,0.00102729,R010_outputs_nlv2b_lngconv_opt_refbrent
