outputs_dir,basis,scenario,total_cost,phrase,relmipgap_achieved,absmipgap,log,log_mtime
outputs_nlb_C2_LSFO375_refbrent_adv,outputs,nlb_C2_LSFO375_refbrent_adv,26159728710.73058,optimal integer solution within mipgap or absmipgap,0.00193982,5.07693e+07,corr-percell_14173814_87.out.gz,2026-07-25 02:13
outputs_nlb_C3_LSFO500_highbrent,outputs,nlb_C3_LSFO500_highbrent,27778263497.05572,optimal (non-)integer solution within mipgap or absmipgap,0.00173193,4.81099e+07,corr-percell_14173814_59.out.gz,2026-07-25 02:19
outputs_nlb_C3_LSFO500_highbrent_adv,outputs,nlb_C3_LSFO500_highbrent_adv,27087088392.94931,optimal integer solution within mipgap or absmipgap,0.00197677,5.35702e+07,corr-percell_14173814_143.out.gz,2026-07-25 03:14
outputs_nlb_C3_LSFO500_lowbrent,outputs,nlb_C3_LSFO500_lowbrent,26843532526.52354,optimal integer solution within mipgap or absmipgap,0.00246029,6.6043e+07,corr-percell_14173814_23.out.gz,2026-07-25 02:08
outputs_nlb_C3_LSFO500_lowbrent_adv,outputs,nlb_C3_LSFO500_lowbrent_adv,26073939211.37885,optimal (non-)integer solution within mipgap or absmipgap,0.00225972,5.89454e+07,corr-percell_14173814_46.out.gz,2026-07-25 01:43
outputs_nlb_C3_LSFO500_refbrent,outputs,nlb_C3_LSFO500_refbrent,27242741834.30765,optimal (non-)integer solution within mipgap or absmipgap,0.00212643,5.79297e+07,corr-percell_14173814_99.out.gz,2026-07-25 02:58
outputs_nlb_C3_LSFO500_refbrent_adv,outputs,nlb_C3_LSFO500_refbrent_adv,26557969323.24356,optimal integer solution within mipgap or absmipgap,0.00240319,6.38507e+07,corr-percell_14173814_114.out.gz,2026-07-25 02:45
outputs_nlb_C4_NOTHERMAL_highbrent,outputs,nlb_C4_NOTHERMAL_highbrent,26503764565.52394,optimal integer solution within mipgap or absmipgap,0.00226475,6.00245e+07,corr-percell_14173814_5.out.gz,2026-07-25 01:48
outputs_nlb_C4_NOTHERMAL_highbrent_adv,outputs,nlb_C4_NOTHERMAL_highbrent_adv,25820170260.65911,optimal integer solution within mipgap or absmipgap,0.00246313,6.35985e+07,corr-percell_14173814_155.out.gz,2026-07-25 03:52
outputs_nlb_C4_NOTHERMAL_lowbrent,outputs,nlb_C4_NOTHERMAL_lowbrent,25635878007.20260,optimal (non-)integer solution within mipgap or absmipgap,0.00241967,6.20303e+07,corr-percell_14173814_49.out.gz,2026-07-25 02:07
outputs_nlb_C4_NOTHERMAL_lowbrent_adv,outputs,nlb_C4_NOTHERMAL_lowbrent_adv,25055061851.56181,optimal integer solution within mipgap or absmipgap,0.00247859,6.21013e+07,corr-percell_14173814_92.out.gz,2026-07-25 02:52
outputs_nlb_C4_NOTHERMAL_refbrent,outputs,nlb_C4_NOTHERMAL_refbrent,26018378842.08825,optimal integer solution within mipgap or absmipgap,0.00234206,6.09367e+07,corr-percell_14173814_154.out.gz,2026-07-25 03:53
outputs_nlb_C4_NOTHERMAL_refbrent_adv,outputs,nlb_C4_NOTHERMAL_refbrent_adv,25402704726.91183,optimal integer solution within mipgap or absmipgap,0.00245708,6.24165e+07,corr-percell_14173814_124.out.gz,2026-07-25 03:25
outputs_nlb_C5_LNG375_highbrent,outputs,nlb_C5_LNG375_highbrent,26826632873.90142,optimal integer solution within mipgap or absmipgap,0.00235835,6.32665e+07,corr-percell_14173814_93.out.gz,2026-07-25 02:59
outputs_nlb_C5_LNG375_highbrent_adv,outputs,nlb_C5_LNG375_highbrent_adv,26053207114.84945,optimal integer solution within mipgap or absmipgap,0.00184763,4.81562e+07,corr-percell_14173814_177.out.gz,2026-07-25 03:49
outputs_nlb_C5_LNG375_highbrent_j120,outputs,nlb_C5_LNG375_highbrent_j120,27153580888.37846,optimal (non-)integer solution within mipgap or absmipgap,0.002087,5.66911e+07,corr-percell_14173814_142.out.gz,2026-07-25 03:16
outputs_nlb_C5_LNG375_highbrent_j120_adv,outputs,nlb_C5_LNG375_highbrent_j120_adv,26407652014.21415,optimal integer solution within mipgap or absmipgap,0.00228324,6.03262e+07,corr-percell_14173814_52.out.gz,2026-07-25 01:47
outputs_nlb_C5_LNG375_lowbrent,outputs,nlb_C5_LNG375_lowbrent,25807106208.73378,optimal integer solution within mipgap or absmipgap,0.00174988,4.51675e+07,corr-percell_14173814_108.out.gz,2026-07-25 02:39
outputs_nlb_C5_LNG375_lowbrent_adv,outputs,nlb_C5_LNG375_lowbrent_adv,25000425654.39108,optimal integer solution within mipgap or absmipgap,0.00183494,4.58865e+07,corr-percell_14173814_32.out.gz,2026-07-25 01:24
outputs_nlb_C5_LNG375_lowbrent_j120,outputs,nlb_C5_LNG375_lowbrent_j120,26170546833.67522,optimal integer solution within mipgap or absmipgap,0.00219172,5.73586e+07,corr-percell_14173814_79.out.gz,2026-07-25 02:53
outputs_nlb_C5_LNG375_lowbrent_j120_adv,outputs,nlb_C5_LNG375_lowbrent_j120_adv,25344903167.26979,optimal integer solution within mipgap or absmipgap,0.00200406,5.08179e+07,corr-percell_14173814_50.out.gz,2026-07-25 01:46
outputs_nlb_C5_LNG375_refbrent,outputs,nlb_C5_LNG375_refbrent,26230870587.30317,optimal integer solution within mipgap or absmipgap,0.00217338,5.70218e+07,corr-percell_14173814_40.out.gz,2026-07-25 01:27
outputs_nlb_C5_LNG375_refbrent_adv,outputs,nlb_C5_LNG375_refbrent_adv,25444772534.14139,optimal integer solution within mipgap or absmipgap,0.00196235,4.99314e+07,corr-percell_14173814_168.out.gz,2026-07-25 03:50
outputs_nlb_C5_LNG375_refbrent_j120,outputs,nlb_C5_LNG375_refbrent_j120,26571442889.90975,optimal integer solution within mipgap or absmipgap,0.00209901,5.57929e+07,corr-percell_14173814_26.out.gz,2026-07-25 01:26
outputs_nlb_C5_LNG375_refbrent_j120_adv,outputs,nlb_C5_LNG375_refbrent_j120_adv,25791627877.04908,optimal integer solution within mipgap or absmipgap,0.00198843,5.1285e+07,corr-percell_14173814_175.out.gz,2026-07-25 04:00
outputs_nlb_C6_STATUSQUO_highbrent,outputs,nlb_C6_STATUSQUO_highbrent,28624035986.52530,optimal integer solution within mipgap or absmipgap,0.00231527,6.62723e+07,corr-percell_14173814_172.out.gz,2026-07-25 03:39
outputs_nlb_C6_STATUSQUO_highbrent_adv,outputs,nlb_C6_STATUSQUO_highbrent_adv,27702182255.32906,optimal integer solution within mipgap or absmipgap,0.0023625,6.54465e+07,corr-percell_14173814_72.out.gz,2026-07-25 02:21
outputs_nlb_C6_STATUSQUO_highbrent_j120,outputs,nlb_C6_STATUSQUO_highbrent_j120,29022563974.13108,optimal integer solution within mipgap or absmipgap,0.00175977,5.10946e+07,corr-percell_14173814_118.out.gz,2026-07-25 02:47
outputs_nlb_C6_STATUSQUO_highbrent_j120_adv,outputs,nlb_C6_STATUSQUO_highbrent_j120_adv,28106630979.91652,optimal integer solution within mipgap or absmipgap,0.00240258,6.75762e+07,corr-percell_14173814_120.out.gz,2026-07-25 02:50
outputs_nlb_C6_STATUSQUO_lowbrent,outputs,nlb_C6_STATUSQUO_lowbrent,27570822505.98000,optimal integer solution within mipgap or absmipgap,0.00164091,4.52413e+07,corr-percell_14173814_24.out.gz,2026-07-25 02:50
outputs_nlb_C6_STATUSQUO_lowbrent_adv,outputs,nlb_C6_STATUSQUO_lowbrent_adv,26567658651.86926,optimal integer solution within mipgap or absmipgap,0.00208098,5.52988e+07,corr-percell_14173814_54.out.gz,2026-07-25 01:45
outputs_nlb_C6_STATUSQUO_lowbrent_j120,outputs,nlb_C6_STATUSQUO_lowbrent_j120,27992282966.17679,optimal integer solution within mipgap or absmipgap,0.00249709,6.99707e+07,corr-percell_14173814_171.out.gz,2026-07-25 03:42
outputs_nlb_C6_STATUSQUO_lowbrent_j120_adv,outputs,nlb_C6_STATUSQUO_lowbrent_j120_adv,26990100303.89573,optimal integer solution within mipgap or absmipgap,0.00163894,4.42352e+07,corr-percell_14173814_163.out.gz,2026-07-25 03:38
outputs_nlb_C6_STATUSQUO_refbrent,outputs,nlb_C6_STATUSQUO_refbrent,27983558439.92479,optimal integer solution within mipgap or absmipgap,0.00167355,4.68616e+07,corr-percell_14173814_100.out.gz,2026-07-25 02:27
outputs_nlb_C6_STATUSQUO_refbrent_adv,outputs,nlb_C6_STATUSQUO_refbrent_adv,27030903016.53432,optimal integer solution within mipgap or absmipgap,0.00239949,6.48878e+07,corr-percell_14173814_101.out.gz,2026-07-25 02:27
outputs_nlb_C6_STATUSQUO_refbrent_j120,outputs,nlb_C6_STATUSQUO_refbrent_j120,28408563047.29531,optimal (non-)integer solution within mipgap or absmipgap,0.00130408,3.70585e+07,corr-percell_14173814_109.out.gz,2026-07-25 02:41
outputs_nlb_C6_STATUSQUO_refbrent_j120_adv,outputs,nlb_C6_STATUSQUO_refbrent_j120_adv,27442438478.86655,optimal (non-)integer solution within mipgap or absmipgap,0.00200826,5.51439e+07,corr-percell_14173814_60.out.gz,2026-07-25 01:50
outputs_nlb_be_pv15_C1_LSFO250_refbrent,outputs,nlb_be_pv15_C1_LSFO250_refbrent,28442390337.63095,optimal integer solution within mipgap or absmipgap,0.00178876,5.08766e+07,corr-percell_14173814_116.out.gz,2026-07-25 04:34
outputs_nlb_be_pv15_C1_LSFO250_refbrent_adv,outputs,nlb_be_pv15_C1_LSFO250_refbrent_adv,27635157583.36677,optimal (non-)integer solution within mipgap or absmipgap,0.00237819,6.57389e+07,corr-percell_14173814_53.out.gz,2026-07-25 01:46
outputs_nlb_be_pv15_C4_NOTHERMAL_refbrent,outputs,nlb_be_pv15_C4_NOTHERMAL_refbrent,28162730805.33454,optimal integer solution within mipgap or absmipgap,0.00235468,6.63142e+07,corr-percell_14173814_35.out.gz,2026-07-25 01:58
outputs_nlb_be_pv15_C4_NOTHERMAL_refbrent_adv,outputs,nlb_be_pv15_C4_NOTHERMAL_refbrent_adv,27316043267.85046,optimal integer solution within mipgap or absmipgap,0.00200906,5.48796e+07,corr-percell_14173814_121.out.gz,2026-07-25 03:16
outputs_nlb_be_pv15_wb_C6_LNG500_refbrent,outputs,nlb_be_pv15_wb_C6_LNG500_refbrent,28303263026.88525,optimal (non-)integer solution within mipgap or absmipgap,0.00225434,6.38053e+07,corr-percell_14173814_78.out.gz,2026-07-25 02:42
outputs_nlb_be_pv15_wb_C6_LNG500_refbrent_j120,outputs,nlb_be_pv15_wb_C6_LNG500_refbrent_j120,28735080350.44537,optimal integer solution within mipgap or absmipgap,0.00244998,7.04004e+07,corr-percell_14173814_39.out.gz,2026-07-25 01:45
outputs_nlb_be_pv17_C1_LSFO250_refbrent,outputs,nlb_be_pv17_C1_LSFO250_refbrent,29108004915.65461,optimal integer solution within mipgap or absmipgap,0.00214207,6.23513e+07,corr-percell_14173814_90.out.gz,2026-07-25 03:11
outputs_nlb_be_pv17_C1_LSFO250_refbrent_adv,outputs,nlb_be_pv17_C1_LSFO250_refbrent_adv,28195033538.07660,optimal integer solution within mipgap or absmipgap,0.00197314,5.56329e+07,corr-percell_14173814_107.out.gz,2026-07-25 02:41
outputs_nlb_be_pv17_C4_NOTHERMAL_refbrent,outputs,nlb_be_pv17_C4_NOTHERMAL_refbrent,28905132816.65578,optimal integer solution within mipgap or absmipgap,0.00246679,7.1303e+07,corr-percell_14173814_130.out.gz,2026-07-25 03:40
outputs_nlb_be_pv17_C4_NOTHERMAL_refbrent_adv,outputs,nlb_be_pv17_C4_NOTHERMAL_refbrent_adv,27959599582.79151,optimal (non-)integer solution within mipgap or absmipgap,0.00235509,6.5856e+07,corr-percell_14173814_37.out.gz,2026-07-25 01:30
outputs_nlb_be_pv17_wb_C6_LNG500_refbrent,outputs,nlb_be_pv17_wb_C6_LNG500_refbrent,28859934493.82214,optimal integer solution within mipgap or absmipgap,0.00129659,3.74375e+07,corr-percell_14173814_156.out.gz,2026-07-25 03:21
outputs_nlb_be_pv17_wb_C6_LNG500_refbrent_j120,outputs,nlb_be_pv17_wb_C6_LNG500_refbrent_j120,29288407454.25605,optimal (non-)integer solution within mipgap or absmipgap,0.00104117,3.04987e+07,corr-percell_14173814_58.out.gz,2026-07-25 01:49
outputs_nlb_egs_high_lng_forced_refbrent,outputs,nlb_egs_high_lng_forced_refbrent,26929199192.05984,optimal integer solution within mipgap or absmipgap,0.002376,6.39838e+07,corr-percell_14173814_13.out.gz,2026-07-25 02:11
outputs_nlb_egs_high_lng_forced_refbrent_adv,outputs,nlb_egs_high_lng_forced_refbrent_adv,25566483540.92184,optimal integer solution within mipgap or absmipgap,0.00237508,6.07429e+07,corr-percell_14173814_1.out.gz,2026-07-25 01:27
outputs_nlb_egs_high_lng_forced_refbrent_j120_adv,outputs,nlb_egs_high_lng_forced_refbrent_j120_adv,25990672116.18742,optimal integer solution within mipgap or absmipgap,0.00192845,5.01218e+07,corr-percell_14173814_150.out.gz,2026-07-25 03:20
outputs_nlb_egs_high_no_lng_highbrent_adv,outputs,nlb_egs_high_no_lng_highbrent_adv,25851584418.08044,optimal integer solution within mipgap or absmipgap,0.00235167,6.08164e+07,corr-percell_14173941_34.out.gz,2026-07-25 01:31
outputs_nlb_egs_high_no_lng_lowbrent_adv,outputs,nlb_egs_high_no_lng_lowbrent_adv,25043707264.04760,optimal integer solution within mipgap or absmipgap,0.00212733,5.32762e+07,corr-percell_14173814_47.out.gz,2026-07-25 02:23
outputs_nlb_egs_high_no_lng_refbrent_adv,outputs,nlb_egs_high_no_lng_refbrent_adv,25413095906.80004,optimal integer solution within mipgap or absmipgap,0.00249585,6.34272e+07,corr-percell_14173814_115.out.gz,2026-07-25 03:21
outputs_nlb_egs_low_lng_forced_refbrent,outputs,nlb_egs_low_lng_forced_refbrent,26231342724.02715,optimal integer solution within mipgap or absmipgap,0.00178608,4.6865e+07,corr-percell_14173814_122.out.gz,2026-07-25 02:55
outputs_nlb_egs_low_lng_forced_refbrent_adv,outputs,nlb_egs_low_lng_forced_refbrent_adv,25331020910.52259,optimal (non-)integer solution within mipgap or absmipgap,0.00215013,5.44651e+07,corr-percell_14173814_64.out.gz,2026-07-25 02:07
outputs_nlb_egs_low_lng_forced_refbrent_j120,outputs,nlb_egs_low_lng_forced_refbrent_j120,26676687618.86954,optimal integer solution within mipgap or absmipgap,0.00227267,6.0632e+07,corr-percell_14173814_110.out.gz,2026-07-25 02:46
outputs_nlb_egs_low_lng_forced_refbrent_j120_adv,outputs,nlb_egs_low_lng_forced_refbrent_j120_adv,25749028273.15589,optimal integer solution within mipgap or absmipgap,0.00240781,6.20355e+07,corr-percell_14173814_170.out.gz,2026-07-25 03:43
outputs_nlb_egs_low_no_lng_highbrent,outputs,nlb_egs_low_no_lng_highbrent,26837428379.90013,optimal integer solution within mipgap or absmipgap,0.00230401,6.18338e+07,corr-percell_14173814_43.out.gz,2026-07-25 02:21
outputs_nlb_egs_low_no_lng_highbrent_adv,outputs,nlb_egs_low_no_lng_highbrent_adv,25371699085.58643,optimal integer solution within mipgap or absmipgap,0.00219067,5.55811e+07,corr-percell_14173814_157.out.gz,2026-07-25 04:08
outputs_nlb_egs_low_no_lng_lowbrent_adv,outputs,nlb_egs_low_no_lng_lowbrent_adv,24624709215.30660,optimal integer solution within mipgap or absmipgap,0.00225498,5.55283e+07,corr-percell_14173814_167.out.gz,2026-07-25 04:12
outputs_nlb_egs_low_no_lng_refbrent,outputs,nlb_egs_low_no_lng_refbrent,26296031411.95318,optimal integer solution within mipgap or absmipgap,0.00247073,6.49703e+07,corr-percell_14173814_125.out.gz,2026-07-25 04:56
outputs_nlb_egs_low_no_lng_refbrent_adv,outputs,nlb_egs_low_no_lng_refbrent_adv,24951072999.40112,optimal integer solution within mipgap or absmipgap,0.00204474,5.10184e+07,corr-percell_14173941_31.out.gz,2026-07-25 02:11
outputs_nlb_egs_none_lng_forced_refbrent,outputs,nlb_egs_none_lng_forced_refbrent,26836790446.75966,optimal integer solution within mipgap or absmipgap,0.00249411,6.69994e+07,corr-percell_14173814_63.out.gz,2026-07-25 02:17
outputs_nlb_egs_none_lng_forced_refbrent_adv,outputs,nlb_egs_none_lng_forced_refbrent_adv,25560254821.85044,optimal integer solution within mipgap or absmipgap,0.0017855,4.56379e+07,corr-percell_14173814_74.out.gz,2026-07-25 02:09
outputs_nlb_egs_none_lng_forced_refbrent_j120,outputs,nlb_egs_none_lng_forced_refbrent_j120,27258658720.23450,optimal integer solution within mipgap or absmipgap,0.0022276,6.07731e+07,corr-percell_14173814_158.out.gz,2026-07-25 03:25
outputs_nlb_egs_none_lng_forced_refbrent_j120_adv,outputs,nlb_egs_none_lng_forced_refbrent_j120_adv,25979690075.55539,optimal integer solution within mipgap or absmipgap,0.00199514,5.18581e+07,corr-percell_14173814_145.out.gz,2026-07-25 03:15
outputs_nlb_egs_none_no_lng_refbrent,outputs,nlb_egs_none_no_lng_refbrent,26580175620.12729,optimal integer solution within mipgap or absmipgap,0.0024885,6.61448e+07,corr-percell_14173814_176.out.gz,2026-07-25 04:28
outputs_nlb_egs_none_no_lng_refbrent_adv,outputs,nlb_egs_none_no_lng_refbrent_adv,25407939608.61820,optimal integer solution within mipgap or absmipgap,0.00229928,5.84199e+07,corr-percell_14173814_149.out.gz,2026-07-25 03:49
outputs_nlb_egs_ref_lng_forced_refbrent,outputs,nlb_egs_ref_lng_forced_refbrent,26512844535.36915,optimal (non-)integer solution within mipgap or absmipgap,0.00179159,4.75159e+07,corr-percell_14173814_129.out.gz,2026-07-25 03:02
outputs_nlb_egs_ref_lng_forced_refbrent_adv,outputs,nlb_egs_ref_lng_forced_refbrent_adv,25578333549.68640,optimal integer solution within mipgap or absmipgap,0.00249074,6.37089e+07,corr-percell_14173814_88.out.gz,2026-07-25 02:21
outputs_nlb_egs_ref_lng_forced_refbrent_j120,outputs,nlb_egs_ref_lng_forced_refbrent_j120,26926228596.46738,optimal integer solution within mipgap or absmipgap,0.00144444,3.89118e+07,corr-percell_14173814_126.out.gz,2026-07-25 02:56
outputs_nlb_egs_ref_lng_forced_refbrent_j120_adv,outputs,nlb_egs_ref_lng_forced_refbrent_j120_adv,25979654899.74543,optimal integer solution within mipgap or absmipgap,0.00150525,3.91058e+07,corr-percell_14173814_30.out.gz,2026-07-25 01:30
outputs_nlb_egs_ref_no_lng_refbrent,outputs,nlb_egs_ref_no_lng_refbrent,26017699061.76443,optimal integer solution within mipgap or absmipgap,0.00232205,6.04143e+07,corr-percell_14173814_117.out.gz,2026-07-25 03:37
outputs_nlb_egs_ref_no_lng_refbrent_adv,outputs,nlb_egs_ref_no_lng_refbrent_adv,25395092464.53136,optimal integer solution within mipgap or absmipgap,0.00217249,5.51706e+07,corr-percell_14173941_36.out.gz,2026-07-25 02:21
outputs_nlb_lc_C1_LSFO250_highbrent,outputs,nlb_lc_C1_LSFO250_highbrent,27345353098.42559,optimal (non-)integer solution within mipgap or absmipgap,0.00221162,6.05045e+07,corr-percell_14173814_80.out.gz,2026-07-25 02:09
outputs_nlb_lc_C1_LSFO250_highbrent_adv,outputs,nlb_lc_C1_LSFO250_highbrent_adv,26739103836.01054,optimal integer solution within mipgap or absmipgap,0.00201156,5.37874e+07,corr-percell_14173814_160.out.gz,2026-07-25 03:32
outputs_nlb_lc_C1_LSFO250_lowbrent,outputs,nlb_lc_C1_LSFO250_lowbrent,26427530370.82645,optimal integer solution within mipgap or absmipgap,0.0023277,6.15155e+07,corr-percell_14173814_98.out.gz,2026-07-25 02:52
outputs_nlb_lc_C1_LSFO250_lowbrent_adv,outputs,nlb_lc_C1_LSFO250_lowbrent_adv,25815389491.19910,optimal integer solution within mipgap or absmipgap,0.00211355,5.45622e+07,corr-percell_14173814_165.out.gz,2026-07-25 03:50
outputs_nlb_lc_C1_LSFO250_refbrent,outputs,nlb_lc_C1_LSFO250_refbrent,26824781771.99718,optimal integer solution within mipgap or absmipgap,0.00224526,6.02285e+07,corr-percell_14173814_25.out.gz,2026-07-25 01:23
outputs_nlb_lc_C1_LSFO250_refbrent_adv,outputs,nlb_lc_C1_LSFO250_refbrent_adv,26260915557.79329,optimal integer solution within mipgap or absmipgap,0.00246953,6.48522e+07,corr-percell_14173814_38.out.gz,2026-07-25 01:30
outputs_nlb_lc_C2_LSFO375_highbrent,outputs,nlb_lc_C2_LSFO375_highbrent,27730569276.75084,optimal integer solution within mipgap or absmipgap,0.00235848,6.54019e+07,corr-percell_14173814_0.out.gz,2026-07-25 01:36
outputs_nlb_lc_C2_LSFO375_highbrent_adv,outputs,nlb_lc_C2_LSFO375_highbrent_adv,27078892088.05512,optimal integer solution within mipgap or absmipgap,0.00199222,5.39699e+07,corr-percell_14173814_44.out.gz,2026-07-25 01:38
outputs_nlb_lc_C2_LSFO375_lowbrent,outputs,nlb_lc_C2_LSFO375_lowbrent,26788987883.96196,optimal integer solution within mipgap or absmipgap,0.00212904,5.70349e+07,corr-percell_14173814_138.out.gz,2026-07-25 03:52
outputs_nlb_lc_C2_LSFO375_lowbrent_adv,outputs,nlb_lc_C2_LSFO375_lowbrent_adv,26111550821.93744,optimal integer solution within mipgap or absmipgap,0.00214746,5.60734e+07,corr-percell_14173814_106.out.gz,2026-07-25 02:47
outputs_nlb_lc_C2_LSFO375_refbrent,outputs,nlb_lc_C2_LSFO375_refbrent,27190630584.92021,optimal integer solution within mipgap or absmipgap,0.00228374,6.20963e+07,corr-percell_14173814_77.out.gz,2026-07-25 02:24
outputs_nlb_lc_C2_LSFO375_refbrent_adv,outputs,nlb_lc_C2_LSFO375_refbrent_adv,26559101535.20150,optimal integer solution within mipgap or absmipgap,0.0016077,4.26989e+07,corr-percell_14173814_51.out.gz,2026-07-25 01:44
outputs_nlb_lc_C3_LSFO500_highbrent,outputs,nlb_lc_C3_LSFO500_highbrent,28141639022.09444,optimal integer solution within mipgap or absmipgap,0.00233167,6.56702e+07,corr-percell_14173814_33.out.gz,2026-07-25 01:19
outputs_nlb_lc_C3_LSFO500_highbrent_adv,outputs,nlb_lc_C3_LSFO500_highbrent_adv,27468755402.01754,optimal integer solution within mipgap or absmipgap,0.00191288,5.25757e+07,corr-percell_14173814_162.out.gz,2026-07-25 03:27
outputs_nlb_lc_C3_LSFO500_lowbrent,outputs,nlb_lc_C3_LSFO500_lowbrent,27209044609.21505,optimal (non-)integer solution within mipgap or absmipgap,0.00149208,4.0598e+07,corr-percell_14173814_134.out.gz,2026-07-25 03:46
outputs_nlb_lc_C3_LSFO500_lowbrent_adv,outputs,nlb_lc_C3_LSFO500_lowbrent_adv,26492933440.60363,optimal integer solution within mipgap or absmipgap,0.00230776,6.11393e+07,corr-percell_14173814_83.out.gz,2026-07-25 02:26
outputs_nlb_lc_C3_LSFO500_refbrent,outputs,nlb_lc_C3_LSFO500_refbrent,27599338564.00568,optimal integer solution within mipgap or absmipgap,0.00216285,5.97415e+07,corr-percell_14173814_15.out.gz,2026-07-25 01:19
